Descricao;Valor_HM;Convenio
Colocação de cateter intracavitário para monitorização hemodinâmica;0,0;PARTICULAR
Implante de prótese intravascular na aorta/pulmonar ou ramos com ou sem angioplastia;0,0;PARTICULAR
Implante de stent coronário com ou sem angioplastia por balão concomitante (1 vaso);0,0;PARTICULAR
Infusão seletiva intravascular de enzimas trombolíticas;0,0;PARTICULAR
Oclusão percutânea de shunts intracardíacos;0,0;PARTICULAR
Oclusão percutânea de fístula e/ou conexões sistêmico pulmonares;0,0;PARTICULAR
Oclusão percutânea do canal arterial;0,0;PARTICULAR
Punção saco pericárdico com introdução de cateter multipolar no espaço pericárdico;0,0;PARTICULAR
Punção transeptal com introdução de cateter multipolar nas camaras esquerdas e/ou veias pulmonares;0,0;PARTICULAR
Radiação ou antiproliferação intracoronária;0,0;PARTICULAR
Recanalização arterial no IAM - angioplastia primária - com implante de stent com ou sem suporte circulatório (balão intra-órtico);0,0;PARTICULAR
Recanalização mecânica do IAM (angioplastia primária com balão);0,0;PARTICULAR
Redução miocárdica por infusão seletiva de drogas;0,0;PARTICULAR
Retirada percutânea de corpos estranhos vasculares;0,0;PARTICULAR
Revascularização transmiocárdica percutânea;0,0;PARTICULAR
Tratamento percutâneo do aneurisma/dissecção da aorta;0,0;PARTICULAR
Valvoplastia percutânea por via arterial ou venosa;0,0;PARTICULAR
Valvoplastia percutânea por via transeptal;0,0;PARTICULAR
Angioplastia transluminal percutânea de bifurcação e de tronco com implante de stent;0,0;PARTICULAR
Ateromectomia rotacional, direcional, extracional ou uso de laser coronariano com ou sem angioplastia por balão, com ou sem implante de stent;0,0;PARTICULAR
OBSERVAÇÃO;0,0;PARTICULAR
ACESSOS VASCULARES;0,0;PARTICULAR
Implante de cateter venoso central por punção, para NPP, QT, Hemodepuração ou para infusão de soros/drogas;0,0;PARTICULAR
Instalação de cateter para monitorização hemodinâmica à beira do leito (Suan-Ganz);0,0;PARTICULAR
Instalação de circuito para assistência mecânica circulatória prolongada (toracotomia);0,0;PARTICULAR
Manutenção de circuito para assistência mecânica circulatória prolongada - período de 6 horas;0,0;PARTICULAR
Dissecção de vaso umbilical com colocação de cateter;0,0;PARTICULAR
Dissecção de veia em RN ou lactente;0,0;PARTICULAR
Dissecção de veia com colocação cateter venoso;0,0;PARTICULAR
Implante cirúrgico de cateter de longa permanência para NPP, QT ou para Hemodepuração;0,0;PARTICULAR
Retirada cirúrgica de cateter de longa permanência para NPP, QT ou para Hemodepuração;0,0;PARTICULAR
Confecção de fístula AV para hemodiálise;0,0;PARTICULAR
Retirada/desativação  de fístula AV para hemodiálise;0,0;PARTICULAR
CIRURGIA LINFÁTICA;0,0;PARTICULAR
Anastomose linfovenosa;0,0;PARTICULAR
Doenca de Hodgkin - estadiamento cirúrgico;0,0;PARTICULAR
Linfadenectomia inguinal ou ilíaca;0,0;PARTICULAR
Linfadenectomia cervical;0,0;PARTICULAR
Linfadenectomia pélvica;0,0;PARTICULAR
Linfadenectomia retroperitoneal;0,0;PARTICULAR
Linfangioplastia;0,0;PARTICULAR
Linfedema - ressecção total;0,0;PARTICULAR
Linfedema genital - ressecção;0,0;PARTICULAR
Marsupialização de linfocele;0,0;PARTICULAR
Punção biópsia ganglionar;0,0;PARTICULAR
Linfedema - ressecção parcial;0,0;PARTICULAR
Linfadenectomia pélvica laparoscópica;0,0;PARTICULAR
Linfadenectomia retroperitoneal laparoscópica;0,0;PARTICULAR
Marsupialização laparoscópica de linfocele;0,0;PARTICULAR
PERICÁRDIO;0,0;PARTICULAR
Correção cirúrgica das arritmias;0,0;PARTICULAR
Drenagem do pericárdio;0,0;PARTICULAR
Pericardiocentese;0,0;PARTICULAR
Pericardiotomia / Pericardiectomia;0,0;PARTICULAR
Drenagem do pericárdio por vídeo;0,0;PARTICULAR
Pericardiotomia / Pericardiectomia por vídeo;0,0;PARTICULAR
HIPOTERMIA;0,0;PARTICULAR
Hipotermia profunda com ou sem parada circulatória total;0,0;PARTICULAR
MIOCÁRDIO;0,0;PARTICULAR
Biópsia do miocárdio;0,0;PARTICULAR
Cardiomioplastia;0,0;PARTICULAR
Cardiotomia (ferimento, corpo estranho, exploração);0,0;PARTICULAR
Retirada de tumores intracardíacos;0,0;PARTICULAR
OBSERVAÇÃO;0,0;PARTICULAR
SISTEMA DIGESTIVO E ANEXOS;0,0;PARTICULAR
ESÔFAGO;0,0;PARTICULAR
Atresia de esôfago com fístula traqueal - tratamento cirúrgico;0,0;PARTICULAR
Atresia de esôfago sem fístula (dupla estomia) - tratamento cirúrgico;0,0;PARTICULAR
Autotransplante com microcirurgia;0,0;PARTICULAR
Esofagectomia distal com toracotomia;0,0;PARTICULAR
Esofagectomia distal sem toracotomia;0,0;PARTICULAR
Esofagoplastia (coloplastia);0,0;PARTICULAR
Esofagoplastia (gastroplastia);0,0;PARTICULAR
Estenose de esôfago - tratamento cirúrgico via torácica;0,0;PARTICULAR
Faringo-laringo-esofagectomia total com ou sem toracotomia;0,0;PARTICULAR
Fístula tráqueo esofágica - tratamento cirúrgico via cervical;0,0;PARTICULAR
Fístula tráqueo esofágica - tratamento cirúrgico via torácica;0,0;PARTICULAR
Reintervenção sobre a transição esôfago gástrica;0,0;PARTICULAR
Ressecção do esôfago cervical e/ou torácico e transplante com microcirurgia;0,0;PARTICULAR
Substituição esofágica - cólon ou tubo gástrico;0,0;PARTICULAR
Tratamento cirúrgico das varizes esofágicas;0,0;PARTICULAR
Tratamento cirúrgico conservador do megaesofago;0,0;PARTICULAR
Tunelização esofágica;0,0;PARTICULAR
Esofagorrafia cervical;0,0;PARTICULAR
Esofagorrafia torácica;0,0;PARTICULAR
Esofagostomia;0,0;PARTICULAR
Tratamento cirúrgico do divertículo esofágico;0,0;PARTICULAR
Tratamento cirúrgico do divertículo faringoesofágico;0,0;PARTICULAR
Esofagectomia subtotal com linfadenectomia com ou sem toracotomia;0,0;PARTICULAR
Refluxo gastroesofágico - tratamento cirúrgico (Hérnia de hiato);0,0;PARTICULAR
Reconstrução do esôfago cervical e torácico com transplante segmentar de intestino;0,0;PARTICULAR
Reconstrução do esôfago cervical ou torácico, com transplante de intestino;0,0;PARTICULAR
Dissecção do esôfago torácico (qualquer técnica);0,0;PARTICULAR
Esofagectomia distal com ou sem toracotomia por videolaparoscopia;0,0;PARTICULAR
Reintervenção sobre a transição esôfago gástrica por videolaparoscopia;0,0;PARTICULAR
Tratamento cirúrgico das varizes esofágicas por videolaparoscopia;0,0;PARTICULAR
Tratamento cirúrgico conservador do megaesofago por videolaparoscopia;0,0;PARTICULAR
Esofagorrafia torácica por videotoracoscopia;0,0;PARTICULAR
Tratamento cirúrgico do divertículo esofágico por videotoracoscopia;0,0;PARTICULAR
Refluxo gastroesofágico - tratamento cirúrgico (Hérnia de hiato) por videolaparoscopia;0,0;PARTICULAR
ESTÔMAGO;0,0;PARTICULAR
Colocação de banda gástrica;0,0;PARTICULAR
Conversão de anastomose gastrojejunal (qualquer técnica);0,0;PARTICULAR
Degastrogastrectomia com vagotomia;0,0;PARTICULAR
Degastrogastrectomia sem vagotomia;0,0;PARTICULAR
Gastrostomia confecção / fechamento;0,0;PARTICULAR
Gastrectomia parcial com linfadenectomia;0,0;PARTICULAR
Gastrectomia parcial com vagotomia;0,0;PARTICULAR
Gastrectomia parcial sem vagotomia;0,0;PARTICULAR
Gastrectomia polar superior com reconstrução jejunal com toracotomia;0,0;PARTICULAR
Gastrectomia polar superior com reconstrução jejunal sem toracotomia;0,0;PARTICULAR
Gastrectomia total com linfadenectomia;0,0;PARTICULAR
Gastrectomia total via abdominal;0,0;PARTICULAR
Gastroenteroanastomose;0,0;PARTICULAR
Gastrorrafia;0,0;PARTICULAR
Gastrotomia com sutura de varizes;0,0;PARTICULAR
Gastrotomia para retirada de CE ou lesão isolada;0,0;PARTICULAR
Gastrotomia para qualquer finalidade;0,0;PARTICULAR
Membrana antral - tratamento cirúrgico;0,0;PARTICULAR
Piloroplastia;0,0;PARTICULAR
Gastroplastia para obesidade mórbida - qualquer técnica;0,0;PARTICULAR
Tratamento cirúrgico das varizes gástricas;0,0;PARTICULAR
Vagotomia com operação de drenagem;0,0;PARTICULAR
Vagotomia gástrica proximal ou superseletiva com duodenoplastia (operação de drenagem);0,0;PARTICULAR
Vagotomia superseletiva ou vagotomia gástrica proximal;0,0;PARTICULAR
Colocação de banda gástrica por videolaparoscopia;0,0;PARTICULAR
Conversão de anastomose gastrojejunal por videolaparoscopia;0,0;PARTICULAR
Gastrectomia parcial com linfadenectomia por videolaparoscopia;0,0;PARTICULAR
Gastrectomia parcial com vagotomia por videolaparoscopia;0,0;PARTICULAR
Gastrectomia parcial sem vagotomia por videolaparoscopia;0,0;PARTICULAR
Gastrectomia total com linfadenectomia por videolaparoscopia;0,0;PARTICULAR
Gastrectomia total via abdominal por videolaparoscopia;0,0;PARTICULAR
Gastroenteroanastomose por videolaparoscopia;0,0;PARTICULAR
Gastrotomia para retirada de CE ou lesão isolada por videolaparoscopia;0,0;PARTICULAR
Piloroplastia por videolaparoscopia;0,0;PARTICULAR
Gastroplastia para obesidade mórbida por videolaparoscopia;0,0;PARTICULAR
Vagotomia gástrica proximal ou superseletiva com duodenoplastia (operação de drenagem) por videolaparoscopia;0,0;PARTICULAR
Vagotomia superseletiva ou vagotomia gástrica proximal por videolaparoscopia;0,0;PARTICULAR
INTESTINOS;0,0;PARTICULAR
Amputação abdômino-perineal do reto (completa);0,0;PARTICULAR
Amputação do reto por procidência;0,0;PARTICULAR
Anomalia anorretal - correção via sagital posterior;0,0;PARTICULAR
Anomalia anorretal - tratamento cirúrgico via abdômino-perineal;0,0;PARTICULAR
Anomalia anorretal - tratamento cirúrgico via perineal;0,0;PARTICULAR
Anorretomiomectomia;0,0;PARTICULAR
Apendicectomia;0,0;PARTICULAR
Apple-Peel - tratamento cirúrgico;0,0;PARTICULAR
Atresia de cólon - tratamento cirúrgico;0,0;PARTICULAR
Atresia de duodeno - tratamento cirúrgico;0,0;PARTICULAR
Atresia jejunal distal ou ileal - tratamento cirúrgico;0,0;PARTICULAR
Atresia jejunal proximal - tratamento cirúrgico;0,0;PARTICULAR
Cirurgia de abaixamento (qualquer técnica);0,0;PARTICULAR
Cisto mesentérico - tratamento cirúrgico;0,0;PARTICULAR
Colectomia parcial com colostomia;0,0;PARTICULAR
Colectomia parcial sem colostomia;0,0;PARTICULAR
Colectomia total com íleo-reto-anastomose;0,0;PARTICULAR
Colectomia total com ileostomia;0,0;PARTICULAR
Colocação de sonda enteral;0,0;PARTICULAR
Colostomia ou enterostomia;0,0;PARTICULAR
Colotomia e colorrafia;0,0;PARTICULAR
Distorção de volvo por laparotomia;0,0;PARTICULAR
Distorção de volvo por via endoscópica;0,0;PARTICULAR
Divertículo de Meckel - exérese;0,0;PARTICULAR
Duplicação do tubo digestivo - tratamento cirúrgico;0,0;PARTICULAR
Enterectomia segmentar;0,0;PARTICULAR
Entero-anastomose  (qualquer segmento);0,0;PARTICULAR
Enterocolite necrotizante - tratamento cirúrgico;0,0;PARTICULAR
Enteropexia (qualquer segmento);0,0;PARTICULAR
Enterotomia e/ou enterorrafia de qualquer segmento (por sutura ou ressecção);0,0;PARTICULAR
Esporão retal - ressecção;0,0;PARTICULAR
Esvaziamento pélvico anterior ou posterior;0,0;PARTICULAR
Esvaziamento pélvico total;0,0;PARTICULAR
Fecaloma - remoção manual;0,0;PARTICULAR
Fechamento de colostomia ou enterostomia;0,0;PARTICULAR
Fixação do reto por via abdominal;0,0;PARTICULAR
Íleo meconial - tratamento cirúrgico;0,0;PARTICULAR
Invaginação intestinal - ressecção;0,0;PARTICULAR
Invaginação intestinal sem ressecção - tratamento cirúrgico;0,0;PARTICULAR
Má-rotação intestinal - tratamento cirúrgico;0,0;PARTICULAR
Megacólon congênito - tratamento cirúrgico;0,0;PARTICULAR
Membrana duodenal - tratamento cirúrgico;0,0;PARTICULAR
Pâncreas anular - tratamento cirúrgico;0,0;PARTICULAR
Perfuração duodenal ou delgado - tratamento cirúrgico;0,0;PARTICULAR
Piloromiotomia;0,0;PARTICULAR
Procidência do reto - redução manual;0,0;PARTICULAR
Proctocolectomia total;0,0;PARTICULAR
Proctocolectomia total com reservatório ileal;0,0;PARTICULAR
Ressecção total de intestino delgado;0,0;PARTICULAR
Retossigmoidectomia abdominal;0,0;PARTICULAR
Tumor anorretal - ressecção endo-anal;0,0;PARTICULAR
Amputação abdômino-perineal do reto (completa) por videolaparoscopia;0,0;PARTICULAR
Apendicectomia por videolaparoscopia;0,0;PARTICULAR
Cirurgia de abaixamento por videolaparoscopia;0,0;PARTICULAR
Cisto mesentérico - tratamento cirúrgico por videolaparoscopia;0,0;PARTICULAR
Colectomia parcial com colostomia por videolaparoscopia;0,0;PARTICULAR
Colectomia parcial sem colostomia por videolaparoscopia;0,0;PARTICULAR
Colectomia total com íleo-reto-anastomose por videolaparoscopia;0,0;PARTICULAR
Colectomia total com ileostomia por videolaparoscopia;0,0;PARTICULAR
Distorção de volvo por videolaparoscopia;0,0;PARTICULAR
Divertículo de Meckel - exérese por videolaparoscopia;0,0;PARTICULAR
Enterectomia segmentar por videolaparoscopia;0,0;PARTICULAR
Entero-anastomose (qualque segmento) por videolaparoscopia;0,0;PARTICULAR
Enteropexia (qualquer segmento) por videolaparoscopia;0,0;PARTICULAR
Esvaziamento pélvico anterior ou posterior por videolaparoscopia;0,0;PARTICULAR
Esvaziamento pélvico total por videolaparoscopia;0,0;PARTICULAR
Fixação do reto por via abdominal por videolaparoscopia;0,0;PARTICULAR
Megacólon congênito - tratamento cirúrgico por videolaparoscopia;0,0;PARTICULAR
Pâncreas anular - tratamento cirúrgico por videolaparoscopia;0,0;PARTICULAR
Perfuração duodenal ou delgado - tratamento cirúrgico por videolaparoscopia;0,0;PARTICULAR
Piloromiotomia por videolaparoscopia;0,0;PARTICULAR
Proctocolectomia total com reservatório ileal por videolaparoscopia;0,0;PARTICULAR
Proctocolectomia total por videolaparoscopia;0,0;PARTICULAR
Retossigmoidectomia abdominal por videolaparoscopia;0,0;PARTICULAR
ÂNUS;0,0;PARTICULAR
Abscesso anorretal - drenagem;0,0;PARTICULAR
Abscesso isquio-retal - drenagem;0,0;PARTICULAR
Cerclagem anal;0,0;PARTICULAR
Corpo estranho do reto - retirada;0,0;PARTICULAR
Criptectomia (única ou múltipla);0,0;PARTICULAR
Dilatação digital ou instrumental do ânus e/ou do reto;0,0;PARTICULAR
Esfincteroplastia anal (qualquer técnica);0,0;PARTICULAR
Estenose anal - tratamento cirúrgico (qualquer técnica);0,0;PARTICULAR
Excisão de plicoma;0,0;PARTICULAR
Fissurectomia com ou sem esfincterotomia;0,0;PARTICULAR
Fístula reto-vaginal e fístula anal em ferradura - tratamento cirúrgico via perineal;0,0;PARTICULAR
Fistulectomia anal em dois tempos;0,0;PARTICULAR
Fistulectomia anal em ferradura;0,0;PARTICULAR
Fistulectomia anal em um tempo;0,0;PARTICULAR
Fistulectomia anorretal com abaixamento mucoso;0,0;PARTICULAR
Fistulectomia perineal;0,0;PARTICULAR
Hemorróidas - fotocoagulação com raio infravermelho (por sessão);0,0;PARTICULAR
Hemorróidas - ligadura elástica (por sessão);0,0;PARTICULAR
Hemorróidas - tratamento esclerosante (por sessão);0,0;PARTICULAR
Hemorroidectomia aberta ou fechada, com ou sem esfincterotomia;0,0;PARTICULAR
Laceração anorretal - tratamento cirúrgico por via perineal;0,0;PARTICULAR
Lesão anal - eletrocauterização;0,0;PARTICULAR
Papilectomia (única ou múltipla);0,0;PARTICULAR
Pólipo retal - ressecção endoanal;0,0;PARTICULAR
Prolapso retal - esclerose (por sessão);0,0;PARTICULAR
Prolapso retal - tratamento cirúrgico;0,0;PARTICULAR
Reconstituição de esfincter anal por plástica muscular (qualquer técnica);0,0;PARTICULAR
Reconstrução total anoperineal;0,0;PARTICULAR
Tratamento cirúrgico de retocele (colpoperineoplastia posteior);0,0;PARTICULAR
Trombose hemorroidária - exérese;0,0;PARTICULAR
Prurido anal - tratamento cirúrgico;0,0;PARTICULAR
Esfincterotomia;0,0;PARTICULAR
FÍGADO E VIAS BILIARES;0,0;PARTICULAR
Abscesso hepático - drenagem cirúrgica;0,0;PARTICULAR
Alcoolização percutânea dirigida de tumor hepático;0,0;PARTICULAR
Anastomose biliodigestiva intra-hepática;0,0;PARTICULAR
Atresia de vias biliares - tratamento cirúrgico;0,0;PARTICULAR
Biópsia hepática por laparotomia;0,0;PARTICULAR
Biópsia hepática transparietal;0,0;PARTICULAR
Laparotomia para implantação cirúrgica de cateter arterial visceral para quimioterapia;0,0;PARTICULAR
Cisto de colédoco - tratamento cirúrgico;0,0;PARTICULAR
Colecistectomia com colangiografia;0,0;PARTICULAR
Colecistectomia com fístula biliodigestiva;0,0;PARTICULAR
Colecistectomia sem colangiografia;0,0;PARTICULAR
Colecistojejunostomia;0,0;PARTICULAR
Colecistostomia;0,0;PARTICULAR
Colédoco ou hepático-jejunostomia (qualquer técnica);0,0;PARTICULAR
Colédoco ou hepaticoplastia;0,0;PARTICULAR
Colédoco-duodenostomia;0,0;PARTICULAR
Coledocotomia ou coledocostomia sem colecistectomia;0,0;PARTICULAR
Coledocoscopia intra-operatória;0,0;PARTICULAR
Derivação porto sistêmica;0,0;PARTICULAR
Desconexão ázigos - portal com esplenectomia;0,0;PARTICULAR
Desconexão ázigos - portal sem esplenectomia;0,0;PARTICULAR
Desvascularização hepática;0,0;PARTICULAR
Drenagem biliar trans-hepática;0,0;PARTICULAR
Enucleação de metástases hepáticas;0,0;PARTICULAR
Enucleação de metástases, por metástase;0,0;PARTICULAR
Hepatorrafia;0,0;PARTICULAR
Hepatorrafia complexa com lesão de estruturas vasculares biliares;0,0;PARTICULAR
Lobectomia hepática direita;0,0;PARTICULAR
Lobectomia hepática esquerda;0,0;PARTICULAR
Papilotomia transduodenal;0,0;PARTICULAR
Punção hepática para drenagem de abscessos;0,0;PARTICULAR
Radioablação / termoablação de tumores hepáticos;0,0;PARTICULAR
Ressecção de cisto hepático com hepatectomia;0,0;PARTICULAR
Ressecção de cisto hepático sem hepatectomia;0,0;PARTICULAR
Ressecção de tumor de vesícula ou da via biliar com hepatectomia;0,0;PARTICULAR
Ressecção de tumor de vesícula ou da via biliar sem hepatectomia;0,0;PARTICULAR
Segmentectomia hepática;0,0;PARTICULAR
Sequestrectomia hepática;0,0;PARTICULAR
Tratamento cirúrgico de estenose cicatricial das vias biliares;0,0;PARTICULAR
Trissegmentectomias;0,0;PARTICULAR
Coledocotomia ou coledocostomia com colecistectomia;0,0;PARTICULAR
Abscesso hepático - drenagem cirúrgica por videolaparoscopia;0,0;PARTICULAR
Alcoolização percutânea dirigida de tumor hepático por videolaparoscopia;0,0;PARTICULAR
Colecistectomia com colangiografia por videolaparoscopia;0,0;PARTICULAR
Colecistectomia com fístula biliodigestiva por videolaparoscopia;0,0;PARTICULAR
Colecistectomia sem colangiografia por videolaparoscopia;0,0;PARTICULAR
Colecistojejunostomia por videolaparoscopia;0,0;PARTICULAR
Colecistostomia por videolaparoscopia;0,0;PARTICULAR
Colédoco ou hepático-jejunostomia por videolaparoscopia;0,0;PARTICULAR
Colédoco-duodenostomia por videolaparoscopia;0,0;PARTICULAR
Coledocotomia ou coledocostomia com colecistectomia por videolaparoscopia;0,0;PARTICULAR
Coledocotomia ou coledocostomia sem colecistectomia por videolaparoscopia;0,0;PARTICULAR
Desconexão ázigos - portal com esplenectomia por videolaparoscopia;0,0;PARTICULAR
Desconexão ázigos - portal sem esplenectomia por videolaparoscopia;0,0;PARTICULAR
Enucleação de metástase hepáticas por videolaparoscopia;0,0;PARTICULAR
Hepatorrafia complexa com lesão de estruturas vasculares biliares por videolaparoscopia;0,0;PARTICULAR
Hepatorrafia por videolaparoscopia;0,0;PARTICULAR
Lobectomia hepática direita por videolaparoscopia;0,0;PARTICULAR
Lobectomia hepática esquerda por videolaparoscopia;0,0;PARTICULAR
Punção hepática para drenagem de abcessos por videolaparoscopia;0,0;PARTICULAR
Radioablação / termoablação de tumores hepáticos por videolaparoscopia;0,0;PARTICULAR
Ressecção de cisto hepático com hepatectomia por videolaparoscopia;0,0;PARTICULAR
